id,abv,ibu,nacionalidade_id,nome,estilo,cervejaria_id,oncas
1099,0.07,0.00,1251,Trail Maker Pale Ale,American Pale Ale (APA),445,12.00
1100,0.06,0.00,1250,Action Man Lager,Vienna Lager,445,12.00
1101,0.07,90.00,1903,Let It Ride IPA,American IPA,277,12.00
1102,0.07,22.00,1691,Stir Crazy Winter Ale,Winter Warmer,277,12.00
1103,0.05,10.00,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.00
1104,0.05,27.00,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.00
1105,0.07,80.00,729,Midnight Ryder,American Black Ale,277,12.00
1106,0.05,45.00,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12.00
1107,0.05,32.00,2350,Oklahoma Suks,American Amber / Red Ale,140,12.00
1108,0.06,42.00,2301,Power & Light,American Pale Ale (APA),140,12.00
1109,0.06,27.00,1904,White Rabbit,Witbier,140,12.00
1110,0.06,58.00,2609,Tribute,American Pale Ale (APA),23,12.00
1111,0.07,75.00,2038,Infamous IPA,American IPA,242,12.00
1112,0.06,20.00,1774,Hijack,Cream Ale,242,12.00
1113,0.04,20.00,559,Jon Boat Coastal Ale,American Blonde Ale,527,12.00
1114,0.07,55.00,558,I-10 IPA,American IPA,527,12.00
1115,0.05,28.00,553,Peoples Pale Ale,American Pale Ale (APA),527,12.00
1116,0.05,0.00,2376,Summer Ale,American Blonde Ale,123,12.00
1117,0.00,0.00,1784,Appreciation Ale,American IPA,316,16.00
1118,0.05,18.00,2673,House Lager,Keller Bier / Zwickel Bier,2,16.00
1119,0.05,15.00,2672,Leisure Time,American Pale Lager,2,12.00
1120,0.07,80.00,2671,Excess IPL,American India Pale Lager,2,16.00
1121,0.07,65.00,2670,Hoponius Union,American India Pale Lager,2,12.00
1122,0.05,45.00,2669,Calyptra,American India Pale Lager,2,12.00
1123,0.05,0.00,1405,Helens Blend,Cider,416,12.00
1124,0.05,0.00,823,Jacks Hard Cider,Cider,416,12.00
1125,0.06,37.00,1793,Thunder Ann,American Pale Ale (APA),312,12.00
1126,0.06,0.00,2453,Razz Wheat,Fruit / Vegetable Beer,92,12.00
1127,0.07,0.00,2363,Hop Ryot,American IPA,92,12.00
1128,0.07,0.00,689,Mystic Mama IPA,American IPA,92,12.00
1129,0.05,0.00,688,Firefly Amber Ale,American Amber / Red Ale,92,12.00
1130,0.07,0.00,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12.00
1131,0.07,0.00,2408,Welcome to Scoville,American IPA,114,12.00
1132,0.00,0.00,2595,Bastian,American Strong Ale,32,12.00
1133,0.04,0.00,2480,Healani,Hefeweizen,32,12.00
1134,0.06,0.00,1525,Yabba Dhaba Chai Tea Porter,American Porter,32,12.00
1135,0.06,0.00,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12.00
1136,0.06,0.00,1523,Casper White Stout,American Blonde Ale,32,12.00
1137,0.06,0.00,1254,JPs Ould Sod Irish Red IPA,American IPA,32,12.00
1138,0.05,15.00,2060,Weize Guy,Hefeweizen,233,12.00
1139,0.05,50.00,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.00
1140,0.09,90.00,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.00
1141,0.05,15.00,467,Joseph James American Lager,American Adjunct Lager,233,12.00
1142,0.07,0.00,2163,Sucha Much IPA,American IPA,208,12.00
1143,0.07,24.00,2162,Lewbricator Wheat Dopplebock,Doppelbock,208,12.00
1144,0.05,16.00,2374,Weisse Versa (2012),Hefeweizen,125,12.00
1145,0.06,25.00,1560,Mother in Lager,Munich Dunkel Lager,125,12.00
1146,0.06,40.00,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.00
1147,0.06,25.00,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12.00
1148,0.05,20.00,1235,Love Street Summer Seasonal (2014),Kölsch,125,12.00
1149,0.07,20.00,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12.00
1150,0.10,85.00,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.00
1151,0.05,45.00,465,Sympathy for the Lager,American Amber / Red Lager,125,12.00
1152,0.05,15.00,464,Weisse Versa,Hefeweizen,125,12.00
1153,0.07,70.00,463,Hopadillo India Pale Ale,American IPA,125,12.00
1154,0.06,19.00,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12.00
1155,0.06,64.00,1572,KelSo India Pale Ale,American IPA,342,12.00
1156,0.06,23.00,1348,KelSo Pilsner,Czech Pilsener,342,12.00
1157,0.06,0.00,1193,Skilak Scottish Ale,Scottish Ale,458,12.00
1158,0.05,15.00,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.00
1159,0.07,0.00,349,Sunken Island IPA,American IPA,458,12.00
1160,0.06,0.00,348,Skilak Scottish Ale (2011),Scottish Ale,458,12.00
1161,0.07,11.00,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.00
1162,0.07,65.00,759,Double Haul IPA (2009),American IPA,510,16.00
1163,0.07,65.00,758,Double Haul IPA (2006),American IPA,510,16.00
1164,0.06,50.00,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.00
1165,0.07,65.00,86,Double Haul IPA,American IPA,510,16.00
1166,0.07,11.00,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.00
1167,0.00,0.00,2472,U. P. Witbier,Witbier,84,12.00
1168,0.00,0.00,779,November Gale Pale Ale,American Pale Ale (APA),84,12.00
1169,0.00,0.00,364,Olde Ore Dock Scottish Ale,Scottish Ale,84,12.00
1170,0.00,0.00,60,Widow Maker Black Ale,American Brown Ale,84,12.00
1171,0.00,0.00,59,Lift Bridge Brown Ale,American Brown Ale,84,12.00
1172,0.00,0.00,58,Pick Axe Blonde Ale,American Blonde Ale,84,12.00
1173,0.00,0.00,57,Red Jacket Amber Ale,American Amber / Red Ale,84,12.00
1174,0.05,0.00,2436,Amber Ale,American Amber / Red Ale,102,12.00
1175,0.06,0.00,1706,King Street Pilsner,Czech Pilsener,102,12.00
1176,0.06,70.00,1667,King Street IPA,American IPA,102,12.00
1177,0.06,10.00,1666,King Street Hefeweizen,Hefeweizen,102,12.00
1178,0.05,0.00,1665,King Street Blonde Ale,American Blonde Ale,102,12.00
1179,0.06,65.00,2460,India Pale Ale,American IPA,87,16.00
1180,0.05,11.00,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.00
1181,0.05,18.00,1274,Longboard Island Lager,American Amber / Red Lager,439,24.00
1182,0.05,18.00,1220,Longboard Island Lager,American Amber / Red Lager,439,16.00
1183,0.05,18.00,1070,Longboard Island Lager,American Amber / Red Lager,439,12.00
1184,0.05,18.00,590,Longboard Island Lager,American Amber / Red Lager,439,12.00
1185,0.04,9.00,781,Choc Beer (2003),American Dark Wheat Ale,505,12.00
1186,0.08,0.00,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16.00
1187,0.05,15.00,1741,A Slice of Hefen,Hefeweizen,332,16.00
1188,0.07,100.00,664,Elevated IPA,American IPA,332,16.00
1189,0.07,30.00,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.00
1190,0.05,28.00,195,Lancaster German Style Kölsch,Kölsch,545,12.00
1191,0.04,0.00,2547,Beach Cruiser,Hefeweizen,59,12.00
1192,0.07,0.00,2493,I.P. Eh!,American IPA,59,12.00
1193,0.05,0.00,2492,Schoolhouse Honey,American Amber / Red Ale,59,12.00
1194,0.06,0.00,2491,10 Degrees of Separation,English Brown Ale,59,12.00
1195,0.05,12.00,2108,Laughing Dog Cream Ale,Cream Ale,218,12.00
1196,0.05,9.00,1397,Two-One Niner,American Pilsner,218,12.00
1197,0.06,66.00,1396,Laughing Dog IPA,American IPA,218,12.00
1198,0.06,95.00,1675,Madra Allta,American IPA,345,12.00
1199,0.06,70.00,1249,Duluchan India Pale Ale,American IPA,345,12.00
1200,0.05,0.00,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16.00
1201,0.05,0.00,475,Yellowstone Golden Ale,Kölsch,537,12.00
1202,0.06,0.00,474,Tumbleweed IPA,American IPA,537,12.00
1203,0.05,0.00,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12.00
1204,0.05,0.00,472,Miners Gold Hefeweizen,Hefeweizen,537,12.00
1205,0.06,0.00,471,Back Country Scottish Ale,Scottish Ale,537,12.00
1206,0.05,30.00,2036,Getaway,German Pilsener,244,16.00
1207,0.06,30.00,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.00
1208,0.06,40.00,1832,Adams Stout,American Stout,298,12.00
1209,0.06,42.00,1688,American Hero,American Amber / Red Ale,298,12.00
1210,0.05,20.00,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.00
1211,0.07,75.00,1686,Irregardless IPA,American IPA,298,12.00
1212,0.06,40.00,2434,Peach Pale Ale,American Pale Ale (APA),104,12.00
1213,0.06,0.00,2332,Deadeye Jack,American Porter,149,12.00
1214,0.07,0.00,2330,Pistols at Dawn,American Stout,149,16.00
1215,0.06,47.00,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.00
1216,0.06,11.00,2327,Shotgun Betty,Hefeweizen,149,12.00
1217,0.06,30.00,2326,Sweet Josie,American Brown Ale,149,12.00
1218,0.06,42.00,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.00
1219,0.05,30.00,1924,Long Trail Ale,American Amber / Red Ale,268,12.00
1220,0.07,33.00,1090,Double Bag,Altbier,268,16.00
1221,0.04,8.00,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.00
1222,0.05,30.00,573,Long Trail Ale (1),Altbier,268,12.00
1223,0.05,8.00,2584,Gose,Gose,41,16.00
1224,0.05,20.00,2583,Vermont Pilsner,German Pilsener,41,16.00
1225,0.06,0.00,2582,Mosaic Single Hop IPA,American IPA,41,16.00
1226,0.04,0.00,2581,Lost Galaxy,American IPA,41,16.00
1227,0.06,65.00,1309,Face Plant IPA,American IPA,430,12.00
1228,0.06,55.00,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.00
1229,0.05,29.00,1571,Slow Hand Stout,American Stout,377,16.00
1230,0.06,0.00,1204,Hips Dont Lie,Hefeweizen,456,16.00
1231,0.05,0.00,1122,Ride Again Pale Ale,American Pale Ale (APA),456,16.00
1232,0.05,0.00,700,The Farmers Daughter,American Blonde Ale,456,16.00
1233,0.04,18.00,2033,Pub Ale,English Dark Mild Ale,245,12.00
1234,0.05,31.00,2032,Ballistic Blonde,Belgian Pale Ale,245,12.00
1235,0.05,0.00,2311,Knotty Pine,American Pale Ale (APA),158,12.00
1236,0.05,20.00,1153,Lumberyard Pilsner,American Pilsner,158,12.00
1237,0.06,0.00,355,Lumberyard IPA,American IPA,158,12.00
1238,0.06,0.00,125,Lumberyard Red Ale,American Amber / Red Ale,158,12.00
1239,0.05,0.00,962,Macs Highlander Pale Ale (2000),American Pale Ale (APA),485,12.00
1240,0.05,32.00,961,Macs Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.00
1241,0.05,0.00,1475,Macon Progress Ale,American Pale Ale (APA),400,12.00
1242,0.06,0.00,1008,Macon History Ale,American Brown Ale,400,12.00
1243,0.10,0.00,2454,Galaxy High,American Double / Imperial IPA,91,12.00
1244,0.04,18.00,2209,Sol Drifter,American Blonde Ale,91,12.00
1245,0.09,0.00,2133,Thunder Snow,Winter Warmer,91,12.00
1246,0.08,18.00,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16.00
1247,0.05,11.00,1816,LIFT,Kölsch,91,12.00
1248,0.05,40.00,1815,SPRYE,American Pale Ale (APA),91,12.00
1249,0.07,70.00,1126,Psychopathy,American IPA,91,12.00
1250,0.07,32.00,1125,Gnarly Brown,American Brown Ale,91,12.00
1251,0.06,30.00,1124,Happy Amber,American Amber / Red Ale,91,12.00
1252,0.05,20.00,1813,#9,Fruit / Vegetable Beer,303,16.00
1253,0.06,13.00,1113,Elder Betty,Hefeweizen,303,12.00
1254,0.05,20.00,360,#9,Fruit / Vegetable Beer,303,12.00
1255,0.04,0.00,511,High Country Pilsner (Current),German Pilsener,534,12.00
1256,0.07,0.00,75,Epic IPA,American IPA,534,12.00
1257,0.04,0.00,74,Golden Trout Pilsner,German Pilsener,534,12.00
1258,0.04,0.00,73,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12.00
1259,0.07,0.00,1628,Festivus (1),Winter Warmer,356,12.00
1260,0.07,0.00,1626,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12.00
1261,0.04,21.00,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12.00
1262,0.06,0.00,1624,Manayunk IPA,American IPA,356,12.00
1263,0.06,0.00,1600,Yunkin Punkin,Pumpkin Ale,356,12.00
1264,0.05,18.00,1484,Summer Paradise,American Pale Wheat Ale,356,12.00
1265,0.09,30.00,1356,Monk from the Yunk,Tripel,356,12.00
1266,0.06,14.00,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12.00
1267,0.09,85.00,1334,Dreamin Double IPA,American Double / Imperial IPA,356,12.00
1268,0.10,93.00,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12.00
1269,0.08,88.00,1673,Manzanita IPA,American IPA,346,12.00
1270,0.06,25.00,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12.00
1271,0.10,49.00,1671,Gillespie Brown Ale,American Brown Ale,346,12.00
1272,0.07,44.00,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12.00
1273,0.05,0.00,1262,Marble Pilsner,German Pilsener,443,12.00
1274,0.06,0.00,845,Marble India Pale Ale,American IPA,443,12.00
1275,0.07,0.00,1783,Toughcats IPA,American IPA,317,16.00
1276,0.05,0.00,1717,Tug Pale Ale,American Pale Ale (APA),317,16.00
1277,0.10,0.00,1716,Sexy Chaos,Russian Imperial Stout,317,16.00
1278,0.06,0.00,1516,Ace Hole American Pale Ale,American Pale Ale (APA),317,16.00
1279,0.10,0.00,725,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16.00
1280,0.05,20.00,2308,River House,Saison / Farmhouse Ale,161,16.00
1281,0.07,47.00,2268,Pretzel Stout,American Stout,161,16.00
1282,0.05,35.00,2197,Rubberneck Red,American Amber / Red Ale,161,16.00
1283,0.08,0.00,2120,The Imperial Texan,American Double / Imperial IPA,161,16.00
1284,0.08,0.00,1234,The Imperial Texan,American Double / Imperial IPA,161,12.00
1285,0.05,0.00,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16.00
1286,0.05,0.00,1232,River House Saison,Saison / Farmhouse Ale,161,12.00
1287,0.07,0.00,1231,There Will Be Stout,American Stout,161,12.00
1288,0.07,60.00,1831,Our Legacy IPA,American IPA,299,12.00
1289,0.04,0.00,1359,Saranac Shandy,Shandy,299,12.00
1290,0.07,60.00,1135,Our Legacy IPA,American IPA,299,16.00
1291,0.05,0.00,960,Saranac Golden Pilsener (2003),German Pilsener,299,12.00
1292,0.04,0.00,959,Saranac Adirondack Light (2002),Light Lager,299,12.00
1293,0.04,0.00,958,DAX Light (1998),Light Lager,299,12.00
1294,0.05,0.00,957,Saranac Traditional Lager (2000),American Pale Lager,299,12.00
1295,0.05,0.00,956,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,12.00
1296,0.05,12.00,773,Blueberry Blonde Ale,American Blonde Ale,299,12.00
1297,0.06,0.00,686,Saranac White IPA,American IPA,299,12.00
1298,0.05,0.00,453,Saranac Summer Ale (2011),American Pale Wheat Ale,299,12.00
1299,0.06,0.00,150,Saranac Pale Ale (12 oz.),English Pale Ale,299,12.00
1300,0.06,0.00,133,Saranac Pale Ale (16 oz.),English Pale Ale,299,16.00
1301,0.05,20.00,1578,Lahaina Town Brown,American Brown Ale,375,12.00
1302,0.06,0.00,1429,Pau Hana Pilsner,Czech Pilsener,375,12.00
1303,0.05,0.00,1271,Lemongrass Saison,Saison / Farmhouse Ale,375,12.00
1304,0.07,0.00,713,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12.00
1305,0.08,0.00,712,Liquid Breadfruit,Fruit / Vegetable Beer,375,12.00
1306,0.06,24.00,690,Sobrehumano Palenaole,American Amber / Red Ale,375,12.00
1307,0.05,12.00,547,La Perouse White,Witbier,375,12.00
1308,0.07,68.00,435,Flyin HI.P.Hay,American IPA,375,12.00
1309,0.06,15.00,313,Mana Wheat,American Pale Wheat Ale,375,12.00
1310,0.04,18.00,33,Bikini Blonde Lager,Munich Helles Lager,375,12.00
1311,0.06,30.00,32,CoCoNut Porter,American Porter,375,12.00
1312,0.06,65.00,31,Big Swell IPA,American IPA,375,12.00
1313,0.04,34.00,1237,Pit Stop Chocolate Porter,American Porter,448,12.00
1314,0.04,21.00,1236,Pace Setter Belgian Style Wit,Witbier,448,12.00
1315,0.04,53.00,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.00
1316,0.07,0.00,1986,Bushwhacker Cider,Cider,254,16.00
1317,0.07,0.00,1985,Weim-R-Iner,Cider,254,16.00
1318,0.07,0.00,1984,Cherry Bomb,Cider,254,16.00
1319,0.07,75.00,2186,Tsunami IPA,American IPA,203,19.20
1320,0.07,75.00,2185,Tsunami IPA,American IPA,203,12.00
1321,0.04,22.00,2184,Humpback Blonde Ale,American Blonde Ale,203,12.00
1322,0.05,27.00,2178,Hawaiian Crow Porter,American Porter,203,12.00
1323,0.05,23.00,2177,Volcano Red Ale,American Amber / Red Ale,203,12.00
1324,0.05,42.00,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.00
1325,0.05,11.00,1508,Shark Bait,Fruit / Vegetable Beer,393,12.00
1326,0.05,30.00,1507,Gator Tail Brown Ale,American Brown Ale,393,12.00
1327,0.07,62.00,1506,Miami Vice IPA,American IPA,393,12.00
1328,0.05,16.00,1325,Big Rod Coconut Ale,American Blonde Ale,393,12.00
1329,0.06,0.00,174,Mickey Finns Amber Ale,American Amber / Red Ale,552,12.00
1330,0.06,61.00,2093,Pleasure Town,American IPA,223,12.00
1331,0.06,61.00,1814,Pleasure Town IPA,American IPA,223,12.00
1332,0.05,12.00,587,Snowshoe White Ale,Witbier,223,12.00
1333,0.05,24.00,586,Kodiak Brown Ale,American Brown Ale,223,12.00
1334,0.06,70.00,434,Sockeye Red IPA,American IPA,223,12.00
1335,0.08,100.00,2668,Habitus (2014),American Double / Imperial IPA,3,16.00
1336,0.07,85.00,2667,Solis,American IPA,3,16.00
1337,0.06,24.00,2666,Jucundus,Wheat Ale,3,16.00
1338,0.08,100.00,2664,Habitus,American Double / Imperial IPA,3,16.00
1339,0.06,30.00,2663,Grazias,Cream Ale,3,16.00
1340,0.06,28.00,2662,Claritas,Kölsch,3,16.00
1341,0.08,0.00,2535,Vinyl Frontier,American Double / Imperial IPA,65,24.00
1342,0.08,0.00,2534,Disco Superfly,American IPA,65,24.00
1343,0.07,0.00,2533,Misty Mountain Hop,American IPA,65,24.00
1344,0.07,0.00,2532,One-Hit Wonderful,Belgian IPA,65,24.00
1345,0.07,0.00,2531,En Parfaite Harmonie,Saison / Farmhouse Ale,65,24.00
1346,0.04,8.00,2530,Daft Funk,Berliner Weissbier,65,24.00
1347,0.07,0.00,2529,Love In An Ellavator,American IPA,65,24.00
1348,0.05,0.00,2528,Spin Doctor,American Pale Ale (APA),65,24.00
1349,0.05,0.00,1612,Keeper (Current),American Pilsner,363,12.00
1350,0.07,0.00,1611,Better Half,American IPA,363,12.00
1351,0.05,0.00,1273,SNO White Ale,Witbier,440,16.00
1352,0.05,0.00,365,BRIK Irish Red Ale,Irish Red Ale,440,16.00
1353,0.00,0.00,273,AXL Pale Ale,American Pale Ale (APA),440,16.00
1354,0.09,80.00,1884,Hop Freak,American Double / Imperial IPA,284,16.00
1355,0.05,24.00,1272,Louies Demise Amber Ale,American Amber / Red Ale,284,16.00
1356,0.07,51.00,1080,Hop Happy,American IPA,284,16.00
1357,0.07,20.00,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.00
1358,0.09,0.00,776,O-Gii,Witbier,284,16.00
1359,0.05,18.00,172,Flaming Damsel Lager (2010),Vienna Lager,284,16.00
1360,0.05,24.00,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16.00
1361,0.10,0.00,2361,Axe Head Malt Liquor,American Malt Liquor,134,24.00
1362,0.05,0.00,2359,Huber Bock (2014),Bock,134,16.00
1363,0.04,0.00,2358,Minhas Light (2012),Light Lager,134,12.00
1364,0.05,0.00,2282,Huber,American Pale Lager,134,12.00
1365,0.06,0.00,2281,Clear Creek Ice,American Pale Lager,134,16.00
1366,0.06,0.00,2280,Clear Creek Ice,American Pale Lager,134,12.00
1367,0.06,0.00,2279,Mountain Crest,American Pale Lager,134,16.00
1368,0.06,0.00,2278,Mountain Crest,American Pale Lager,134,12.00
1369,0.06,0.00,2277,Mountain Creek (2013),American Pale Lager,134,12.00
1370,0.05,0.00,2276,Boxer,American Adjunct Lager,134,24.00
1371,0.04,0.00,2275,Boxer Light,Light Lager,134,12.00
1372,0.06,0.00,2274,Boxer Ice,American Adjunct Lager,134,12.00
1373,0.05,0.00,2273,Boxer,American Adjunct Lager,134,12.00
1374,0.05,0.00,2442,Cortez Gold,Belgian Pale Ale,98,32.00
1375,0.07,66.00,2441,Mission IPA,American IPA,98,32.00
1376,0.05,44.00,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32.00
1377,0.09,75.00,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32.00
1378,0.04,0.00,1476,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16.00
1379,0.04,0.00,902,Dead Horse Amber,American Pale Wheat Ale,399,16.00
1380,0.04,0.00,645,Rocket Bike American Lager,California Common / Steam Beer,399,16.00
1381,0.04,0.00,644,Johnnys American IPA,American IPA,399,16.00
1382,0.06,0.00,337,Boneshaker Brown Ale,English Brown Ale,547,24.00
1383,0.06,0.00,336,Iron Mike Pale Ale,American Pale Ale (APA),547,24.00
1384,0.04,0.00,2236,Monkadelic,American Pale Ale (APA),189,12.00
1385,0.07,85.00,2159,City of the Sun,American IPA,209,16.00
1386,0.07,75.00,2157,Booming Rollers,American IPA,209,16.00
1387,0.05,50.00,2156,Oneida,American Pale Ale (APA),209,16.00
1388,0.07,75.00,2154,Aurora,American Amber / Red Ale,209,16.00
1389,0.06,30.00,1495,Lomaland,Saison / Farmhouse Ale,209,16.00
1390,0.05,46.00,1494,Fortunate Islands,American Pale Wheat Ale,209,16.00
1391,0.06,40.00,1493,Black House,American Stout,209,16.00
1392,0.07,115.00,1492,Blazing World,American Amber / Red Ale,209,16.00
1393,0.05,0.00,327,Wapiti Amber Ale,American Amber / Red Ale,549,12.00
1394,0.05,0.00,719,Sweet Georgia Brown,American Brown Ale,514,16.00
1395,0.09,0.00,718,Rich Mans IIPA,American Double / Imperial IPA,514,16.00
1396,0.06,0.00,717,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,16.00
1397,0.06,28.00,1907,Montauk Summer Ale,American Blonde Ale,276,12.00
1398,0.06,49.00,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12.00
1399,0.06,18.00,1756,When Helles Freezes Over,Munich Helles Lager,326,12.00
1400,0.05,24.00,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12.00
1401,0.05,14.00,1052,Honey Wheat,American Pale Wheat Ale,326,12.00
1402,0.05,24.00,1051,Black Bear Dark Lager,Schwarzbier,326,12.00
1403,0.05,35.00,1046,Golden Pilsner,German Pilsener,326,12.00
1404,0.05,21.00,2413,Cali Creamin,Cream Ale,111,12.00
1405,0.05,0.00,419,Second Wind Pale Ale,American Pale Ale (APA),540,12.00
1406,0.05,0.00,408,Sunny Haze,Hefeweizen,540,12.00
1407,0.05,21.00,2237,Towhead,American Blonde Ale,188,12.00
1408,0.07,70.00,2208,Lil Helper,American IPA,188,12.00
1409,0.08,0.00,1952,Train Wreck,American Amber / Red Ale,260,16.00
1410,0.09,0.00,768,Full Moon Belgian White Ale,Witbier,507,12.00
1411,0.07,0.00,625,Desert Magic IPA,American IPA,507,12.00
1412,0.04,0.00,326,Up River Light,Light Lager,507,12.00
1413,0.09,0.00,132,Full Moon Belgian White Ale (2007),Witbier,507,12.00
1414,0.06,0.00,131,Dry Heat Hefeweizen (2006),Hefeweizen,507,12.00
1415,0.05,0.00,1598,Mustang Sixty-Six,American Amber / Red Lager,366,12.00
1416,0.04,0.00,862,Mustang 33,American Pale Lager,366,12.00
1417,0.04,0.00,699,Session 33 (2011),American Pale Lager,366,12.00
1418,0.05,10.00,421,Mustang Golden Ale,American Blonde Ale,366,12.00
1419,0.05,14.00,420,Washita Wheat,American Pale Wheat Ale,366,12.00
1420,0.04,10.00,2345,Gansett Light,Light Lager,143,16.00
1421,0.05,30.00,2224,Bohemian Pils,American Pilsner,143,16.00
1422,0.05,30.00,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16.00
1423,0.09,35.00,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16.00
1424,0.04,24.00,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12.00
1425,0.05,22.00,580,Narragansett Cream Ale,Cream Ale,143,16.00
1426,0.04,24.00,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16.00
1427,0.07,22.00,316,Narragansett Porter,American Porter,143,16.00
1428,0.07,32.00,315,Narragansett Bock,Bock,143,16.00
1429,0.06,15.00,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16.00
1430,0.05,0.00,1537,Undun Blonde Ale,American Blonde Ale,387,16.00
1431,0.07,0.00,1536,CuDa Cascadian Dark Ale,American Black Ale,387,16.00
1432,0.09,86.00,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16.00
1433,0.09,86.00,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16.00
1434,0.07,0.00,746,CuDa Cascadian Dark Ale (2012),American Black Ale,387,16.00
1435,0.05,0.00,654,Undun Blonde Ale (2012),American Blonde Ale,387,16.00
1436,0.06,11.00,1705,Wick For Brains,Pumpkin Ale,337,12.00
1437,0.07,65.00,1148,Nebraska India Pale Ale,American IPA,337,12.00
1438,0.05,10.00,1147,EOS Hefeweizen,Hefeweizen,337,12.00
1439,0.05,15.00,1146,Brunette Nut Brown Ale,English Brown Ale,337,12.00
1440,0.06,29.00,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12.00
1441,0.07,0.00,1758,County Line IPA,American IPA,325,12.00
1442,0.05,0.00,1757,Trauger Pilsner,German Pilsener,325,12.00
1443,0.04,40.00,2475,Slow Ride,American IPA,82,12.00
1444,0.07,70.00,2230,Ranger IPA,American IPA,82,12.00
1445,0.05,29.00,1987,Shift,American Pale Lager,82,12.00
1446,0.06,21.00,1978,1554 Black Lager,Euro Dark Lager,82,12.00
1447,0.05,0.00,1975,Blue Paddle,Czech Pilsener,82,12.00
1448,0.06,0.00,1737,California Route,American Amber / Red Lager,82,12.00
1449,0.05,0.00,1707,Snapshot,American Pale Wheat Ale,82,16.00
1450,0.05,0.00,1690,Sunshine Wheat Beer,American Pale Wheat Ale,82,12.00
1451,0.05,18.00,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12.00
1452,0.05,29.00,952,Shift (1),American Pale Lager,82,12.00
1453,0.05,18.00,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12.00
1454,0.05,29.00,578,Shift,American Pale Lager,82,16.00
1455,0.07,70.00,564,Ranger IPA,American IPA,82,16.00
1456,0.05,18.00,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16.00
1457,0.07,70.00,115,Ranger IPA (Current),American IPA,82,12.00
